;ID;Latitude;Longitude;Area_Sum;Depth_Mean;Depth_Median;Depth_Max;Chl_Mean;Chl_Median;Margin_Sum;Margin_Mean;Margin_Median;Shelf_Sum;Shelf_Mean;Shelf_Median;CurVel_Mean;CurVel_Median;CurVel_Bot_Mean;CurVel_Bot_Median;Diff_Atte_Mean;Diff_Atte_Median;HumImp_Sum;HumImp_Mean;HumImp_Median;Ice_Cover_Sum;IceCov_Mean;Ice_Cover_Median;Ice_Tick_Mean;Ice_Tick_Median;MixLay_Mean;MixLay_Median;Nitrate_Mean;Nitrate_Median;Nitrate_Bot_Mean;Nitrate_Bot_Median;O2_Mean;O2_Median;O2_Bot_Mean;O2_Bot_Median;PhotoActi_Mean;PhotoActi_Median;PrimProd_Bot_Mean;PrimProd_Bot_Median;PrimProd_Mean;PrimProd_median;Salinity_Bot_mean;Salinity_Bot_median;Salinity_mean;Salinity_median;Silicate_mean;Silicate_median;ThemM_mean;ThemM_median;ThemM_Bot_mean;ThemM_Bot_median;Them_Max_mean;Them_Max_median;Them_Max_max;Them_Min_mean;Them_Min_median;Them_Min_min;ThemR_mean;ThemR_median;ThemR_range;ThemR_Bot_mean;ThemR_Bot_median;ThemR_Bot_range;NumRec_sha;NumSpe_sha;ES50_sha;Chao1_sha;ACE_sha;Weighted_sha;NumRec_mes;NumSpe_mes;ES50_mes;Chao1_mes;ACE_mes;Weighted_mes;NumRec_dee;NumSpe_dee;ES50_dee;Chao1_dee;ACE_dee;Weighted_dee
351;350;2.416072655;162.7345626;796980.7787;-4009.921302;-4247;212;0.130173344;0.134345482;-5349566;-576.7104355;0;-60;-0.00232432;0;0.22668349;0.199831723;0.024065596;0.017153304;0.055069363;0.055911303;2009;15.57364341;14;0;0;0;0;0;23.19462027;22.48960498;0.655475172;0.625304494;36.14798572;35.56386892;199.4787688;199.3663779;165.6910375;173.6113864;44.67288397;44.61213875;0.013606961;0.013548172;1.223239989;1.214509587;34.6849214;34.68937385;34.45273094;34.47736907;1.73725424;1.716069226;29.45342601;29.46276428;1.154924207;1.054914249;30.40490991;30.42776626;30.88037339;27.97931791;27.99594859;27.1731367;2.425592003;2.526283625;1.908850372;0.119335429;0.104512432;9.363490475;351;61;17.72750544;100.375;144.1028738;7.89092423;21;5;NA;NA;NA;NA;25;14;NA;NA;NA;NA
101;99;-0.345046844;121.7820531;796980.7824;-2344.626395;-2158;939;0.109993754;0.102124075;-6481487;-881.834966;-150.5;-123919;-6.061980237;0;0.150447755;0.108855235;0.009158743;0.002916949;0.074163389;0.070249675;3077910;13.65284043;14;0;0;0;0;0;14.32382494;14.22802928;0.015829334;0.003161437;33.94130093;39.321871;201.1962243;201.0202412;109.1163744;96.77119665;46.09473072;46.11529792;0.110116669;0.013548172;1.369253405;1.345383178;34.58766392;34.62342719;33.38139204;33.49163735;4.599147523;3.995350336;29.17109688;29.2005145;6.113851694;3.075157984;30.22877687;30.15389464;31.86602382;27.59968577;27.93474871;25.93151241;2.629091096;2.208552885;3.13475345;0.834923802;0.144390528;8.585664728;3304;1397;45.69540028;2613.404844;2930.319869;42.80309601;316;188;44.8002436;380.972973;393.5883065;125.1328321;1304;545;45.44297554;949;1044.945019;191.0579775
526;526;0.345046844;-58.2179469;796980.7824;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;4350072;4.683207266;4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
255;254;-3.425812447;-40.76516953;796980.7867;-2427.00542;-3113.5;90;0.10586963;0.091980003;-4119030;-930.2235772;0;-74419;-6.0572196;0;0.511133107;0.467018109;0.093897839;0.05135366;0.069135779;0.062262137;8863919;17.88353203;17;0;0;0;0;0;24.45925217;24.34300689;0.026447773;0.002812651;16.73133836;20.31057805;202.4672873;202.5265112;243.8890471;261.7018861;47.96218058;47.90743657;0.328855779;0.013548174;1.205628029;1.066621297;35.15939069;34.93369306;35.94491424;36.03382126;1.919477287;1.461426079;27.73583235;27.70172744;8.282512879;2.482964494;28.92049381;28.95012445;29.72831529;26.44746477;26.41450963;25.91874945;2.473029034;2.433050985;2.315078822;1.257770755;0.756737219;9.69919854;1513;597;49.46891645;1009.125;1085.089565;221.1971205;98;67;40.49918611;136;143.2158238;51.08510638;33;18;NA;NA;NA;NA
362;361;3.425812447;139.2348305;796980.7867;-3917.218854;-4138;-1322;0.107936062;0.105389649;-7821165;-840.7142857;0;0;0;0;0.237427916;0.249587283;0.007846668;0.005980953;0.056714135;0.056793135;0;NA;NA;0;0;0;0;0;18.84446505;18.45988453;0.006142204;0.002018139;37.52386818;37.55752592;200.0321405;200.0711685;150.0617114;150.639723;43.74719051;43.76645617;0.013548172;0.013548172;1.196656829;1.200248904;34.67782463;34.68088558;34.14755926;34.17802278;2.004162702;1.982888497;29.46863875;29.50044598;1.21118503;1.124457131;30.21025081;30.2099765;30.41923332;28.50402142;28.69040518;27.49345202;1.706229395;1.505259182;1.512217769;0.087089539;0.065838436;0.544368673;4738;43;19.89973723;52;62.67592593;19.58872878;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA
143;141;-0.691880121;57.42001237;796982.1784;-4374.575226;-4545;14;0.147019251;0.138681898;-1625022;-174.8839862;0;-13173;-0.510620978;0;0.133760515;0.119821427;0.011965992;0.008737116;0.067074647;0.066548465;0;NA;NA;0;0;0;0;0;18.88539833;18.92589187;0.034365313;0.021116416;33.92976072;34.17662325;202.7491739;202.5528184;180.1472159;181.493242;49.12021497;49.22745651;0.023800741;0.013548172;1.326262412;1.313757439;34.73553543;34.72943952;35.27108636;35.28602907;1.489596386;1.504813412;28.60038321;28.59987017;1.265050556;0.992955045;30.55138463;30.54777829;30.79288434;26.66882243;26.46698828;24.89414944;3.8825622;4.080055312;3.213290978;0.179194093;0.084616457;11.6376938;21632;410;35.43051268;826.2162162;878.3480548;41.85217777;130;92;44.20900359;134.7777778;161.6216216;79.71698113;196;93;36.40744067;181.6666667;227.808008;45.8424821
602;603;0.691880121;-122.5799876;796982.1784;-4416.54068;-4439;-3135;0.241659922;0.247873022;-6587;-0.708889367;0;0;0;0;0.307492943;0.272869923;0.009937656;0.008568887;0.070661106;0.069783689;0;NA;NA;0;0;0;0;0;17.90536706;18.20512178;5.48991517;6.061380442;36.50898541;36.56166491;207.0623335;207.9957196;158.705904;157.5931707;50.91955983;51.78560404;0.013548172;0.013548172;1.627382958;1.615516727;34.69487114;34.6952984;34.8388367;34.839526;3.102210963;3.170681922;25.78177091;25.70148964;1.025165737;1.016831038;27.92677317;27.93356543;28.81222282;22.75098294;22.58112897;20.7829552;5.175790237;5.265019404;3.102907575;0.05490714;0.048917915;0.089061748;1388;108;21.43695586;201.8823529;236.8674565;5.334647697;83;31;22.97456493;38.5;44.23529412;5.489243028;4;3;NA;NA;NA;NA
221;220;3.51846791;-11.81171877;796982.181;-4135.002719;-4561;28;0.155156631;0.12067237;-2002089;-236.6535461;0;-38834;-1.654270501;0;0.184540242;0.163902754;0.019610294;0.014628116;0.076518017;0.071634237;1744439;19.12804009;21;0;0;0;0;0;15.52814346;15.73277209;0.156622187;0.031908005;23.61519415;23.55081587;207.3403519;206.2602669;235.120107;245.3842638;44.81649231;44.44165356;0.052712391;0.013548172;1.473675853;1.343866745;34.90764187;34.88979862;34.83029787;34.86935831;1.957896419;1.523543324;27.70552389;28.0329378;2.74475165;1.844855463;29.76187524;29.83749568;31.15889217;25.0537717;25.55439275;22.25359893;4.708103545;4.325893186;3.896480922;0.734704618;0.457005182;12.96351937;4000;317;33.42714786;535.5714286;530.2104953;30.8954267;455;96;30.48758686;179.1538462;182.679799;34.41812136;201;149;45.76147407;406.64;432.7004994;113.1680672
342;341;-3.51846791;168.1882812;796982.181;-3753.944409;-3841.5;33;0.141513481;0.142150073;-8660150;-929.4000859;0;0;0;0;0.246976588;0.280466094;0.015110256;0.011764781;0.057783916;0.057823385;725;16.86046512;14;0;0;0;0;0;22.96784672;23.02226448;1.083822302;1.195692443;35.89370572;35.69964722;199.7410931;199.971519;168.6700021;171.3662898;46.31182746;46.59474741;0.013548172;0.013548172;1.32432179;1.3474344;34.68403028;34.68585775;34.93800192;34.96846414;1.795091491;1.833935372;29.61256575;29.67068786;1.183016008;1.144185669;30.68965744;30.67793142;31.05684465;28.17053698;28.41646113;26.47423759;2.519120461;2.369380025;2.582621054;0.139744547;0.136145547;0.654535437;2596;82;20.09414701;117.4285714;120.2538373;17.0437017;168;66;32.3810927;99.06666667;109.4161341;29.89830508;729;101;30.3637844;136;148.637902;37.05229032
179;177;-1.597686592;23.64074682;796982.1966;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;10396517;11.1881093;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
638;639;1.597686592;-156.3592532;796982.1966;-4410.117267;-4651;11;0.20007627;0.200236197;-2442101;-262.7327595;0;-637;-0.024686095;0;0.240244232;0.242625914;0.01175133;0.009149185;0.069915996;0.069512038;5028;7.771251932;7;0;0;0;0;0;26.35969874;26.93884388;4.077455378;4.221666893;35.27928427;35.20945472;203.7279666;204.3889397;176.5442159;177.9290285;50.08934783;51.61079116;0.013673517;0.013548172;1.430399007;1.441043366;34.69672425;34.6991658;35.12685049;35.11501588;2.642978729;2.644782944;27.48519715;27.49195625;1.004721571;0.952438918;29.32536492;29.3487868;29.86420701;24.82484067;24.75711445;23.81299462;4.500524242;4.519911308;1.630922797;0.097457565;0.088656593;12.32408792;40173;951;44.07047085;1111.6;1145.608698;114.3330371;1235;223;36.5468074;340.7941176;333.269442;55.45264497;6461;233;31.05087932;312.1666667;353.762533;34.46385856
341;340;-0.816813114;142.468813;796982.6855;-4947.184177;-5139;29;0.169902336;0.166863941;-769751;-82.85801938;0;-2729;-0.105721923;0;0.336050747;0.364594087;0.02700241;0.020142921;0.064938213;0.065922972;2264;10.15246637;10;0;0;0;0;0;24.12906313;24.56665536;2.186038558;2.19032783;33.85573008;33.66723275;201.174067;201.2496619;196.7384081;200.2548304;48.77546786;49.12754017;0.015218242;0.013548172;1.387537567;1.382297829;34.70425883;34.70595082;35.14069548;35.18057608;2.027309964;2.030686088;29.13514386;29.07905567;0.901641744;0.799029311;30.61493157;30.6145111;31.07426438;26.79429079;26.54373163;25.66286898;3.820640778;4.010352413;2.960618216;0.094531076;0.075593254;7.863316904;575;142;41.24518465;169.3913043;160.2658211;74.0481523;76;33;27.81622356;34.27272727;37.74074074;17.0887574;51;26;25.94117647;26.13043478;27.625;24.30841121
134;132;-0.443471766;66.38048247;796982.7191;-3650.183463;-3684.5;-1541;0.102537721;0.102485102;-10526377;-1133.330857;0;0;0;0;0.093696755;0.088282815;0.010366564;0.007917996;0.062283394;0.061944097;0;NA;NA;0;0;0;0;0;19.42220051;19.40179707;0.004544429;0.003515732;34.78246041;34.75521151;201.026174;201.0366896;169.6448176;170.3574552;47.40322174;47.43505122;0.013548172;0.013548172;1.221082459;1.214522397;34.73842579;34.73728279;35.10195225;35.11977677;1.561663629;1.557088265;29.15683633;29.20956945;1.345085507;1.325312822;30.39658496;30.396494;30.58997814;27.80766973;27.78072458;27.26929061;2.588915225;2.602009404;1.048229928;0.159131091;0.130722267;0.963817964;28091;235;33.57098791;260.8333333;267.9206205;36.35349563;131;31;19.58410283;36.5;39.57910751;7.768673608;396;221;43.49133154;658.3571429;698.9966958;110.1235955
593;594;0.443471766;-113.6195175;796982.7191;-4003.070521;-3985;-3448;0.252660692;0.262558707;-3448;-0.371231697;0;0;0;0;0.322944003;0.280215819;0.008664714;0.007639658;0.071218453;0.070603406;0;NA;NA;0;0;0;0;0;15.83464881;15.58825264;5.643371062;6.555170309;37.44596632;37.4511817;207.5054809;208.1306297;149.0232798;148.4291319;50.17182779;50.94108185;0.013548172;0.013548172;1.703931209;1.692430007;34.69094575;34.69099417;34.7017608;34.74044178;3.076781137;3.242167407;25.39074702;25.23191909;1.111205884;1.095918974;28.02358261;27.99813495;29.12057454;22.09646853;21.64034085;20.14848716;5.927114081;6.071638389;3.295394284;0.073588197;0.075944552;0.104896876;1142;50;17.90904466;61.375;73.68924444;4.018846761;59;22;20.88271127;32.5;25.59355234;16.81642512;48;31;NA;NA;NA;NA
122;120;2.971781987;84.18401769;796982.7233;-4264.390215;-4285.5;-2635;0.126442945;0.120772363;-138559;-14.8988172;0;0;0;0;0.056616591;0.051768715;0.006827517;0.00497721;0.067162704;0.066333289;0;NA;NA;0;0;0;0;0;23.19640407;23.33642068;0.015810771;0.005009606;35.64465541;35.55570844;200.6010073;200.4652085;165.5868072;166.9559921;45.09097109;45.10031589;0.013548172;0.013548172;1.244049162;1.219176581;34.7272732;34.72538167;34.37515325;34.44718923;2.272597605;2.169372984;29.00191906;29.00924454;1.030132137;1.022262449;30.32638365;30.32419274;30.57617688;28.07951401;28.15626293;26.79624651;2.246869646;2.125186977;1.851565102;0.121541697;0.10629457;0.394952654;5820;177;34.95425496;214.7142857;212.5621536;38.83033481;12;9;NA;NA;NA;NA;124;66;36.98761667;113.5714286;108.3358242;46.59393939
568;568;-2.971781987;-95.81598231;796982.7233;-3554.67957;-3511;-2427;0.382447189;0.31834017;-15132944;-1627.19828;0;0;0;0;0.254009279;0.242844558;0.009836617;0.008815366;0.072854087;0.072448555;0;NA;NA;0;0;0;0;0;15.21510582;13.31106493;5.411347005;5.130343773;38.0930576;37.99523676;213.6041584;215.276557;134.5064993;136.9970733;48.36275189;48.55455366;0.013548172;0.013548172;2.434205877;2.117361531;34.67981294;34.67970711;34.76969589;34.84067509;2.080612032;1.813703194;24.30370213;24.35528085;1.421690617;1.419292522;28.29895161;28.33809167;29.00976089;20.18980089;20.07548604;18.80986894;8.109150724;8.2696716;4.882272796;0.077514419;0.074993569;0.124759936;1431;66;18.09130834;97.625;106.1101794;3.239200482;24;18;NA;NA;NA;NA;46;37;NA;NA;NA;NA
213;212;0.816813114;-3.255620318;796982.7243;-4578.446473;-4910;98;0.260911537;0.218902518;-1505690;-163.6441691;0;-28949;-1.132634297;0;0.216266802;0.204354994;0.022680857;0.020454621;0.079616992;0.07910042;221630;20.64555193;21;0;0;0;0;0;13.96689135;13.8350797;0.156282867;0.057723076;24.20789268;24.26557096;209.7483213;209.6686957;235.9509902;241.7006859;46.54422608;46.19560029;0.025562355;0.013548172;1.845642945;1.682980584;34.89747727;34.87746226;35.06545494;34.96420398;1.593308046;1.487039483;27.16998342;27.29366323;2.195453076;1.717030186;29.68527531;29.7061716;30.32892852;24.1340333;24.15376827;22.24488212;5.551242011;5.593616082;3.132211146;0.593576556;0.43797342;11.9368054;922;338;44.56904159;572.3733333;682.7012814;88.73528184;94;58;37.55400765;113.5;110.7394831;42.48076923;367;199;43.3251218;481.65625;534.6661679;109.2368208
197;196;-1.802869758;14.67558905;796982.7287;-411.7146893;-90.5;121;0.517642161;0.348054953;-137178;-387.5084746;0;-24422;-24.71862348;-3;0.145003891;0.141130453;0.021494189;0.019952895;0.184264617;0.168447151;8572154;9.649306032;10;0;0;0;0;0;10.48403596;10.57134532;2.508451304;1.888996897;19.90769457;22.39248413;220.9457568;221.276564;122.3512408;117.7546284;42.24672652;42.04546314;0.609621;0.245060212;3.238825547;2.529240658;35.23581854;35.30262389;29.91668141;30.80423353;8.982611252;7.8243437;25.98066354;26.01731342;13.8602226;16.13681666;29.61818897;29.62389069;30.0553632;21.13923593;21.07789897;20.70937298;8.478953044;8.461094096;1.593652562;5.521987507;5.65010362;11.5307769;960;228;42.26275597;301.3529412;332.442552;84.56597541;119;65;37.84426144;88.61904762;92.80497614;48.66323024;80;47;35.7410421;57.5;64.82758621;36.36363636
339;338;1.802869758;-165.324411;796982.7287;-5182.199548;-5279;-1098;0.185161942;0.183913793;-231731;-24.91463284;0;0;0;0;0.243473352;0.279176165;0.008563045;0.007080805;0.068819316;0.069206632;0;NA;NA;0;0;0;0;0;27.33791859;27.41747232;3.479312431;3.611619665;34.14257641;34.04347403;202.6998312;203.1363652;194.1961369;195.3678848;49.29393828;50.32788364;0.013548172;0.013548172;1.393412567;1.407412827;34.70504831;34.70610762;35.12358064;35.15027606;2.441222822;2.451021567;27.99950605;28.00083599;0.799520382;0.779443014;30.26705695;30.20042057;31.05968042;25.50049713;25.46598142;24.58206573;4.766559812;4.897181293;2.931815845;0.079639533;0.078709793;0.450855538;378;93;38.59212702;108.7894737;109.2262645;60.5440678;201;34;23.5640575;37;37.03239428;23.23231742;1111;96;25.01330456;141.0909091;134.1190677;13.99980718
44;42;-35.33482867;-168.262931;796984.6468;-5116.733357;-5256;9;0.133143177;0.137205617;-814906;-71.57087652;0;-484;-0.015302896;0;0.027000156;0.026696157;0.01292495;0.007664949;0.057369966;0.056350503;0;NA;NA;0;0;0;0;0;42.58540899;42.2937067;0.76652394;0.367217386;33.15915435;33.1438999;242.2990083;241.8686822;206.872891;207.37498;35.60079971;35.74799174;0.013578784;0.013549474;1.160672294;1.156467851;34.70840634;34.70972664;35.19633611;35.18163307;1.116311184;1.03787165;17.7585313;17.65578726;0.637216223;0.590178114;21.92842232;21.8902409;24.61875597;14.04570559;13.81077862;11.78285775;7.882716725;7.899648362;2.874196111;0.087347906;0.080385567;4.321505477;641;31;11.09605173;57;51.71143226;3.648157191;95;50;33.86123131;71.66666667;85.47524881;31.66666667;1673;462;43.93736446;610.8878505;643.2343357;149.3638401
400;398;35.65462288;105.5139063;797025.2419;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;18413409;16.10504123;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
292;291;-35.65462288;-74.48609372;797042.059;-3652.571326;-4063;516;0.657397376;0.260331858;-2111458;-252.264994;0;-56954;-2.453010595;0;0.067433887;0.063680839;0.008972158;0.005750696;0.0977974;0.089140569;4940110;15.89083177;14;0;0;0;0;0;30.35604522;31.8308459;4.405227122;3.737559233;35.14055023;35.64025128;256.6879179;256.4281735;154.9509258;167.348105;37.11687645;37.719164;0.023715269;0.013548172;3.376512476;1.660266933;34.66368297;34.68831474;34.03186514;34.05900053;1.871747027;1.013664544;15.28665795;15.40437841;1.947602675;1.314042786;18.9370548;19.20733644;21.06002742;11.78371189;11.83279996;9.563499147;7.153342912;7.259331273;4.819351696;0.269884097;0.061356167;5.899842733;6271;536;29.14977513;790.5833333;867.9486124;13.07223104;661;337;45.91522112;532.5113636;628.910837;189.5535792;985;442;46.81169402;657.009434;696.5831835;262.7200108
54;52;-36.17928856;172.1127027;797106.6776;-1480.75188;-1566;548;0.227288944;0.198816754;-14117545;-1344.144054;-1469;-224773;-7.707736095;0;0.057313577;0.036588981;0.012832368;0.006651752;0.07746897;0.07362913;2093538;18.0552125;17;0;0;0;0;0;50.33872531;52.2995711;0.603603973;0.557915453;30.16126473;36.31970243;241.1336803;240.9190039;172.8637984;157.5769726;36.34957577;36.57720957;0.118462548;0.013548175;1.43979138;1.267279141;34.71142749;34.64116556;35.5121445;35.54688942;1.241743093;1.093555866;17.90537951;17.94992779;5.438389014;3.254052449;21.57318257;21.64023181;23.99457057;14.68181675;14.73587555;11.18966058;6.891365819;6.809353377;5.651172818;1.245463258;0.649400606;11.08744241;233114;7549;25.43040594;10354.43494;10684.26269;7.762871547;38259;3422;32.54690016;5325.978188;5423.7889;9.457796056;43831;5204;45.8430775;6899.561;7151.706967;222.7998006
472;472;36.17928856;-7.887297308;797120.0987;-2697.624458;-3143;567;0.193418783;0.127375643;-4519024;-675.5903723;0;-137236;-7.387414545;0;0.057184519;0.042310702;0.031147906;0.012998769;0.078808629;0.071421832;12159949;24.65475894;22;0;0;0;0;0;35.76429357;39.30616134;0.100693547;0.068540793;17.75266244;21.37051427;234.7771589;233.4025001;227.1335858;242.3181035;39.3255769;39.69826494;0.099075751;0.013548172;1.571683592;1.292343136;35.63998575;34.98184247;36.34773647;36.41382315;1.254747874;1.205803433;19.1295416;19.29795844;6.295169477;2.63034539;23.73540238;24.00140483;27.08873245;15.15962449;15.44392501;11.97616518;8.575777885;8.425905992;9.301126339;1.124883178;0.363767505;11.62319062;62931;3234;46.39130631;4659.642384;4585.305497;140.1081373;8472;879;44.31405174;1384.554545;1330.293462;175.3735547;11047;1549;45.42881807;2397.131868;2547.033245;221.3467474
513;513;36.23521842;-55.55149836;797136.9272;-5166.403596;-5271;-205;0.343601187;0.361978312;-507515;-44.07807886;0;0;0;0;0.089523392;0.045588653;0.041246978;0.035822933;0.064074345;0.064333443;0;NA;NA;0;0;0;0;0;67.39359059;67.42154052;0.880167974;0.937858373;20.94292038;20.97270443;222.4143303;222.1704235;263.2660873;263.0321458;34.67495234;34.85579938;0.013552861;0.013548173;1.746412464;1.78133042;34.89568238;34.89523781;36.46311089;36.49629737;1.616815192;1.610782525;22.25838968;22.26785291;1.810707023;1.796059246;27.96097785;27.95811122;28.81457931;17.60817374;17.93145813;11.01762661;10.35280411;10.11406243;7.216463234;0.103674641;0.089730495;9.343823472;1918;240;38.84419575;284.6666667;304.9224326;54.82286668;799;346;42.68146339;690.0923077;733.8812715;104.8105401;533;168;36.41386593;257.3846154;296.0193352;49.58788619
505;505;36.28927074;-44.58980577;797151.8194;-4556.078118;-4644;-41;0.233677842;0.212848961;-1985291;-172.3193299;0;-648;-0.020240512;0;0.068354081;0.048582403;0.023182465;0.015304399;0.065791482;0.066297432;0;NA;NA;0;0;0;0;0;54.38453295;53.09930192;0.400481529;0.25422341;20.01136729;19.9121577;226.7537018;226.7189157;268.950217;269.4255027;35.99508573;36.14433255;0.013552293;0.013548219;1.488779669;1.425300425;34.90511167;34.8987878;36.41793322;36.42444096;1.183979422;1.07147092;21.50715566;21.55107431;1.947552281;1.866517613;27.11345742;27.17547109;28.62207422;17.00230107;17.28679633;10.55013067;10.11115635;9.881945264;7.217635529;0.266883706;0.14931477;6.826931555;4491;330;37.3393648;398.2432432;445.8611932;52.83335647;753;266;35.0513068;789.6842105;1098.151749;45.91537776;506;260;41.97475261;657.3170732;758.7320347;82.2209377
67;64;-36.28927074;135.4101942;797151.9869;-3387.027576;-5057;326;0.292397882;0.279405874;-2492598;-278.2849168;0;-254497;-10.22774585;0;0.034959537;0.029668105;0.02281695;0.010941156;0.076822247;0.073252886;3276785;12.13808393;12;0;0;0;0;0;47.25267428;52.83091524;3.527008724;3.609441879;25.56517311;34.22679281;250.1089842;249.948334;211.7318353;210.811498;35.40572529;35.09991094;0.316712383;0.013548172;1.660215566;1.590942272;35.03604953;34.71279372;35.43365186;35.29343562;2.257789454;1.924598687;15.87945911;15.86533321;4.968737929;0.570271833;19.26207237;19.0303204;24.29665237;12.82217286;12.731467;10.46536736;6.439899512;6.319956556;7.607861738;1.823924756;0.08713805;12.0327408;115622;1950;15.52989067;3071.043478;3372.260744;4.29304246;2241;670;44.93990386;993.8219178;1077.699564;181.008506;11939;1577;40.04423763;2124.585616;2190.493062;32.03787035
68;65;-36.23521845;124.4485016;797152.5496;-4229.968354;-5028;105;0.290688259;0.281558685;-1973996;-185.3691426;0;-160311;-5.420307006;0;0.049525554;0.037038758;0.017896744;0.005874147;0.072066818;0.071151719;566353;6.128167673;4;0;0;0;0;0;49.65638516;51.4155667;3.636778068;3.215179046;30.93181987;34.79028088;249.1862464;248.2024117;208.6335409;209.8818141;35.43297316;35.24958077;0.138606658;0.013548174;1.600190503;1.579211447;34.80246728;34.71489993;35.30719206;35.34839774;2.100472533;1.897412831;16.19922047;16.36693352;2.58524153;0.561660345;19.67839222;19.83222793;22.63871694;12.89493066;12.91584807;9.8910333;6.783461551;6.738624014;4.650988747;0.750069618;0.096067185;8.89699588;57263;1510;35.61925209;2114.729064;2028.703143;39.11779043;2503;312;34.14981002;431;457.611406;41.95552654;2741;785;45.85942379;1029.640625;1132.991679;228.6321475
260;259;-36.36355531;-32.43964499;797159.3698;-4345.945812;-4448;-176;0.249777778;0.275166732;-3276093;-284.037888;0;0;0;0;0.062898857;0.050220264;0.023152999;0.013128803;0.070081869;0.069780546;0;NA;NA;0;0;0;0;0;50.34244233;48.98364441;2.909798899;2.551764179;32.05040087;33.26134236;243.9054443;243.0081899;219.9473227;218.2135317;33.18649506;33.26822048;0.013549796;0.013549247;1.495633527;1.592860503;34.72996139;34.71133591;35.3868361;35.371055;2.183596217;1.856396616;17.38985447;17.23878293;0.635226153;0.445011102;21.57638255;21.15638299;25.23398231;13.67583676;13.90440088;7.61543826;7.900545785;7.827905737;5.138447319;0.619765969;0.545367391;4.717548741;104;62;41.07985775;85.61904762;89.55555556;50.07407407;93;44;31.67275404;52.5;60.99074783;29.31864407;109;92;46.23242702;301;316.4106626;80.82312925
396;394;36.36355531;147.560355;797170.5092;-5576.106121;-5774;-570;0.441695297;0.441618496;-1253885;-108.7120687;0;0;0;0;0.188494027;0.132144962;0.045501194;0.037850441;0.079728674;0.079614639;0;NA;NA;0.020240106;6.32E-07;0;3.35E-06;0;48.79087842;46.54747867;1.507965532;1.441495963;36.33715671;36.11675516;227.7471302;226.5751172;159.9465482;162.9872968;30.84812631;30.74552814;0.013549299;0.013548172;1.957372533;1.934295242;34.68641371;34.69182835;34.26239096;34.33339478;2.882135571;2.741359793;19.15044237;19.754587;1.017390843;0.97770707;26.94751729;27.69271978;29.15045875;11.25484553;11.89333118;0.499951176;15.69267176;15.2674361;11.72784152;0.097417823;0.083507754;1.804917526;27612;562;33.87361998;705.0405405;713.8616244;15.22483169;154;100;41.70568715;270.4;270.2989117;66.61797753;2906;809;44.54629902;1125.775956;1214.610428;151.6074109
81;79;-36.50769786;78.49888831;797178.5087;-3277.587803;-3349;164;0.257287953;0.256342717;-20579347;-1780.220329;-2535.5;-420;-0.013081667;0;0.04501272;0.043029276;0.009086094;0.006637478;0.066829007;0.068014193;0;NA;NA;0;0;0;0;0;59.80828364;53.24673748;5.744198398;5.841040151;32.38029708;32.43824902;251.7687112;253.018371;199.5527023;200.112259;34.33173062;34.37873579;0.013569699;0.013549043;1.562187721;1.570617762;34.73018793;34.73958814;35.27227862;35.23338033;3.529688748;3.225973875;16.08849896;16.03501637;1.44732241;1.330191759;20.83536914;20.94134691;24.28708927;12.57519627;12.46709518;10.07718893;8.260172868;8.381839755;4.334521425;0.278685707;0.24489481;2.971086696;2324;215;36.76079777;266.2727273;240.1135862;46.88428619;224;92;34.39971716;143.2727273;147.7892857;30.22650602;731;216;37.90606038;275.8125;317.9915826;58.61149501
555;555;36.50769786;-101.5011117;797192.3354;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;13594663;11.76192054;9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
